__glayCluster,name,selected,shared name
129,GOLGA8CP,False,GOLGA8CP
129,RP11-138B9.1,False,RP11-138B9.1
129,CTD-2516K3.3,False,CTD-2516K3.3
129,RP11-526D8.7,False,RP11-526D8.7
129,RP11-112N13.1,False,RP11-112N13.1
129,RP11-1086I4.2,False,RP11-1086I4.2
129,RP11-108B14.5,False,RP11-108B14.5
129,AC079776.3,False,AC079776.3
129,SPATA31A1,False,SPATA31A1
129,C11orf44,False,C11orf44
129,RP1-140J1.1,False,RP1-140J1.1
129,RP11-448K10.1,False,RP11-448K10.1
129,RP3-449H6.2,False,RP3-449H6.2
26,LINC00977,False,LINC00977
129,ADAM30,False,ADAM30
129,C1orf140,False,C1orf140
129,RP11-475J5.5,False,RP11-475J5.5
129,ATP1B4,False,ATP1B4
129,C19orf84,False,C19orf84
129,CYLC1,False,CYLC1
129,CTD-2351A16.1,False,CTD-2351A16.1
129,FGF4,False,FGF4
129,RP11-280G9.1,False,RP11-280G9.1
129,RP5-905H7.11,False,RP5-905H7.11
129,FLJ45079,False,FLJ45079
129,MTATP6P4,False,MTATP6P4
129,OPN5,False,OPN5
129,KIR3DX1,False,KIR3DX1
129,RP11-143A12.3,False,RP11-143A12.3
129,FER1L6-AS1,False,FER1L6-AS1
129,CTC-448F2.7,False,CTC-448F2.7
129,RP11-15B24.5,False,RP11-15B24.5
129,CTD-2309H9.2,False,CTD-2309H9.2
129,ERVMER61-1,False,ERVMER61-1
129,LINC01360,False,LINC01360
129,RP11-56L13.1,False,RP11-56L13.1
129,RP4-760C5.5,False,RP4-760C5.5
129,PASD1,False,PASD1
129,ANHX,False,ANHX
129,RP11-517M22.1,False,RP11-517M22.1
129,FAM230C,False,FAM230C
129,TISP43,False,TISP43
129,KIR2DL3,False,KIR2DL3
129,KLKP1,False,KLKP1
129,HNRNPA3P16,False,HNRNPA3P16
129,LINC00682,False,LINC00682
120,LINC01153,False,LINC01153
129,MTND5P24,False,MTND5P24
129,DDX10P2,False,DDX10P2
129,LINC01452,False,LINC01452
129,AC009299.4,False,AC009299.4
129,PRR27,False,PRR27
209,SNX18P9,False,SNX18P9
209,ANKRD20A4,False,ANKRD20A4
209,FAM95B1,False,FAM95B1
54,FAM99A,False,FAM99A
54,SLC2A2,False,SLC2A2
54,CPN1,False,CPN1
54,A1CF,False,A1CF
54,UGT2A3,False,UGT2A3
54,CPN2,False,CPN2
54,ASGR2,False,ASGR2
54,ALDOB,False,ALDOB
54,UGT1A9,False,UGT1A9
54,HNF4A,False,HNF4A
54,APCS,False,APCS
54,PLA2G12B,False,PLA2G12B
54,C9,False,C9
54,CCL16,False,CCL16
54,LINC00261,False,LINC00261
54,CYP1A2,False,CYP1A2
54,SLC39A5,False,SLC39A5
54,DPYS,False,DPYS
54,FGF23,False,FGF23
54,SLC22A7,False,SLC22A7
54,RP11-622A1.2,False,RP11-622A1.2
54,RP11-1151B14.3,False,RP11-1151B14.3
54,AHSG,False,AHSG
54,HRG,False,HRG
54,C3P1,False,C3P1
54,FABP1,False,FABP1
54,CFHR2,False,CFHR2
54,NR0B2,False,NR0B2
54,ACOT12,False,ACOT12
54,NR1H4,False,NR1H4
54,ASGR1,False,ASGR1
54,ABCG5,False,ABCG5
54,HAO1,False,HAO1
54,BAAT,False,BAAT
54,TTR,False,TTR
54,ACSM2B,False,ACSM2B
54,DAO,False,DAO
54,CYP4F3,False,CYP4F3
54,GLYAT,False,GLYAT
54,F11,False,F11
54,LPA,False,LPA
54,UGT1A4,False,UGT1A4
54,SULT2A1,False,SULT2A1
54,AGXT,False,AGXT
54,CRP,False,CRP
54,CYP2C9,False,CYP2C9
54,APOA4,False,APOA4
54,PLG,False,PLG
54,SLC17A1,False,SLC17A1
54,F9,False,F9
54,INHBC,False,INHBC
54,GC,False,GC
54,KNG1,False,KNG1
54,GDF2,False,GDF2
54,CYP4A11,False,CYP4A11
54,AC010872.1,False,AC010872.1
54,GCGR,False,GCGR
54,G6PC,False,G6PC
54,SLC13A5,False,SLC13A5
54,SERPINA7,False,SERPINA7
54,UGT2B10,False,UGT2B10
54,CYP4F2,False,CYP4F2
54,AGXT2,False,AGXT2
54,MBL2,False,MBL2
54,FYTTD1P1,False,FYTTD1P1
54,UGT1A1,False,UGT1A1
54,CLDN2,False,CLDN2
54,APOC3,False,APOC3
54,PRODH2,False,PRODH2
54,CFHR5,False,CFHR5
54,CYP2B6,False,CYP2B6
54,C8A,False,C8A
54,INS-IGF2,False,INS-IGF2
54,SLC17A3,False,SLC17A3
54,ADH1A,False,ADH1A
54,TAT,False,TAT
54,RP11-116D2.1,False,RP11-116D2.1
54,APOA5,False,APOA5
54,C8B,False,C8B
54,APOA2,False,APOA2
54,APOH,False,APOH
54,SPP2,False,SPP2
54,ACSM2A,False,ACSM2A
54,TM4SF5,False,TM4SF5
54,MOGAT3,False,MOGAT3
54,BHMT,False,BHMT
54,SLC22A25,False,SLC22A25
54,PON1,False,PON1
54,AC013275.2,False,AC013275.2
54,LINC01370,False,LINC01370
54,HNF1B,False,HNF1B
54,ITIH2,False,ITIH2
54,PAQR9,False,PAQR9
54,LECT2,False,LECT2
54,MTND4P20,False,MTND4P20
54,BMP10,False,BMP10
54,SLC17A4,False,SLC17A4
54,ANKS4B,False,ANKS4B
54,OR10J6P,False,OR10J6P
54,AKR1D1,False,AKR1D1
54,INHBE,False,INHBE
54,LIPC,False,LIPC
54,CA5A,False,CA5A
54,SLC22A9,False,SLC22A9
54,NR1I2,False,NR1I2
54,SERPIND1,False,SERPIND1
54,CCL15,False,CCL15
54,CLRN3,False,CLRN3
54,RP11-372E1.4,False,RP11-372E1.4
129,CTB-22K14.1,False,CTB-22K14.1
129,RP11-313I2.5,False,RP11-313I2.5
129,RP1-228P16.9,False,RP1-228P16.9
129,GOLGA8G,False,GOLGA8G
129,LINC00052,False,LINC00052
129,CTB-186H2.3,False,CTB-186H2.3
129,RP11-445O3.3,False,RP11-445O3.3
129,RP11-692C23.1,False,RP11-692C23.1
129,CTAGE13P,False,CTAGE13P
26,CACNG2,False,CACNG2
26,MYT1L-AS1,False,MYT1L-AS1
129,RP11-436K8.1,False,RP11-436K8.1
129,OR4F7P,False,OR4F7P
129,SLC22A8,False,SLC22A8
26,CH17-351M24.1,False,CH17-351M24.1
129,RP11-932A10.1,False,RP11-932A10.1
129,CTA-992D9.11,False,CTA-992D9.11
129,RP11-707A18.1,False,RP11-707A18.1
