GEN1,GEN2
IGHV1-46,IGHV2-70
IGHV1-46,IGHV3-7
IGHV1-46,IGKV1-17
IGHV1-46,IGLV3-21
ANXA8L1,ANXA8
ANXA8L1,NPY4R
ANXA8L1,KRT5
AC068137.5,RP11-5A1.1
AC068137.5,RP11-144L1.4
AC068137.5,RP11-753D20.4
AC068137.5,C1orf68
AC068137.5,RP4-668E10.4
AC068137.5,RP11-340L3.1
AC068137.5,MTND5P13
AC068137.5,MTND5P3
AC068137.5,LINC01247
AC068137.5,EIF4BP4
AC068137.5,SLC4A1APP2
AC068137.5,MIR124-2HG
AC068137.5,LINC00841
AC068137.5,MAPK6PS2
LINC01247,RP11-475D12.2
LINC01247,RP11-566K19.12
LINC01247,CTA-992D9.11
LINC01247,RP11-989E6.8
LINC01247,RP5-865N13.1
LINC01247,RP11-474J18.1
LINC01247,HOTTIP
LINC01247,AC005307.3
LINC01247,RP11-299H22.1
LINC01247,EIF4BP4
LINC01247,RP11-538C21.2
LINC01247,RP11-60L3.3
LINC01247,MTND5P19
LINC01247,RP11-144L1.4
LINC01247,TMCC1P1
LINC01247,RP11-46E17.8
LINC01247,THRAP3P1
LINC01247,RP11-434D2.3
LINC01247,TPD52L3
LINC01247,AC114776.3
LINC01247,NEUROD6
LINC01247,RP11-2A4.4
LINC01247,LINC01516
LINC01247,RP3-341O5.3
LINC01247,OR10R3P
LINC01247,C10orf53
LINC01247,LINC01109
LINC01247,GABRR3
LINC01247,RP11-300M24.1
LINC01247,KB-1568E2.1
LINC01247,SPATA31D2P
LINC01247,REXO1L1P
LINC01247,PABPC1P6
LINC01247,RP11-203B7.2
LINC01247,RP5-991O23.1
LINC01247,PABPC1P12
LINC01247,MIR124-2HG
LINC01247,LINC00550
LINC01247,RP11-989E6.10
LINC01247,MUC12
LINC01247,SPATA31D5P
LINC01247,RP11-113E21.2
LINC01247,LINC00343
LINC01247,MUC22
LINC01247,RP11-946L20.1
LINC01247,LL22NC03-22D1.1
LINC01247,CTA-929C8.9
LINC01247,RP11-478P10.1
LINC01247,RP3-416J7.5
LINC01247,RP1-101G11.3
LINC01247,RP11-1086I4.2
LINC01247,HSP90AB7P
LINC01247,RGSL1
LINC01247,LINC01360
LINC01247,OR6P1
LINC01247,LINC00700
LINC01247,PROL1
LINC01247,CCDC11P1
LINC01247,NEFMP1
LINC01247,RP11-691G17.1
LINC01247,RP11-299H22.6
LINC01247,MTND5P7
LINC01247,RP5-921G16.1
LINC01247,RP11-897M7.2
LINC01247,MTND5P27
LINC01247,MTND5P23
LINC01247,RP11-1437A8.4
LINC01247,CYLC2
LINC01247,LINC01206
LINC01247,KB-1410C5.2
LINC01247,CTA-212A2.4
LINC01247,RP11-5A1.1
LINC01247,GABRA6
LINC01247,HTN1
LINC01247,RP11-753A21.2
LINC01247,MTND2P9
LINC01247,RP11-326K13.3
LINC01247,SPRR4
LINC01247,BOD1L2
LINC01247,AC079466.1
LINC01247,MTND5P29
LINC01247,BPIFA3
LINC01247,USP29
LINC01247,RP11-113I24.1
LINC01247,AL022344.5
LINC01247,MTND2P8
LINC01247,RP1-228P16.9
LINC01247,AC007682.1
LINC01247,RP11-753D20.4
LINC01247,OR2L3
LINC01247,RP11-707A18.1
LINC01247,MUC7
LINC01247,RP11-78H18.2
LINC01247,C1orf68
LINC01247,OR1I1
LINC01247,RP11-410C4.5
LINC01247,RP11-301G19.1
LINC01247,TCP10
LINC01247,TINAG
LINC01247,ZNF806
LINC01247,RP3-333B15.4
LINC01247,CRX
LINC01247,RP11-189E14.4
LINC01247,SLC10A2
LINC01247,OR1S2
LINC01247,SMIM21
LINC01247,LINC00837
LINC01247,LINC00703
LINC01247,RP11-544P1.3
LINC01247,MTND1P28
LINC01247,RP11-67H2.1
LINC01247,RP11-532N4.2
LINC01247,CDH9
LINC01247,MAN1A2P1
LINC01247,RP11-760D2.11
LINC01247,RP11-624J12.1
LINC01247,MUC17
LINC01247,RP4-668E10.4
LINC01247,MTND5P30
LINC01247,LINC01007
LINC01247,ACTR3BP2
LINC01247,OR10K1
LINC01247,OR11A1
LINC01247,RP11-113D6.10
LINC01247,AC011525.2
LINC01247,RP11-526D8.7
LINC01247,CTD-2207A17.1
LINC01247,KLK15
LINC01247,CTA-342B11.3
LINC01247,RP11-340L3.1
LINC01247,MTND5P17
LINC01247,CTD-3145H4.1
LINC01247,REG1B
LINC01247,AC006548.28
LINC01247,RP11-1217F2.13
LINC01247,MIR7515HG
LINC01247,MTND1P15
LINC01247,CTD-2320B12.1
LINC01247,MTND5P13
LINC01247,AC105342.1
LINC01247,LINC00841
LINC01247,CTC-281M20.1
LINC01247,OPN5
LINC01247,SLC17A6
LINC01247,C1orf141
LINC01247,MTND5P3
LINC01247,CTD-3046C4.1
LINC01247,BPESC1
LINC01247,RP11-861E23.2
LINC01247,RP4-815D20.1
RP11-475D12.2,EIF4BP4
RP11-475D12.2,SLC4A1APP2
RP11-475D12.2,RP11-593P24.2
RP11-475D12.2,RP11-5A1.1
RP11-475D12.2,RP11-753D20.4
RP11-475D12.2,MTND5P3
RP11-475D12.2,RP11-544D21.2
SNORA71D,SNORA71C
SNORA71D,SNORA71A
RP11-593P24.2,RP11-753D20.4
RP11-593P24.2,TNP2
RP11-593P24.2,MUC7
RP11-593P24.2,OR1I1
RP11-593P24.2,LINC00550
RP11-593P24.2,ZNF806
RP11-593P24.2,RP3-333B15.4
RP11-593P24.2,RP11-189E14.4
RP11-593P24.2,OR1S2
RP11-593P24.2,PRNT
RP11-593P24.2,MTND1P28
RP11-593P24.2,LL22NC03-27C5.1
RP11-593P24.2,RP3-416J7.5
RP11-593P24.2,RP11-626I20.3
RP11-593P24.2,MUC17
RP11-593P24.2,GOLGA6L6
RP11-593P24.2,MTND2P18
RP11-593P24.2,LINC00700
RP11-593P24.2,SPATA31E2P
RP11-593P24.2,SLC22A8
RP11-593P24.2,RP11-101E19.4
RP11-593P24.2,RP11-340L3.1
RP11-593P24.2,POM121L2
RP11-593P24.2,RNASE9
RP11-593P24.2,RP11-307A17.2
RP11-593P24.2,CTD-2320B12.1
RP11-593P24.2,MTND5P13
RP11-593P24.2,AC105342.1
RP11-593P24.2,CTC-281M20.1
RP11-593P24.2,AC007326.10
RP11-593P24.2,BPESC1
RP11-593P24.2,RP11-861E23.2
RP11-593P24.2,RP4-815D20.1
RP11-593P24.2,RP11-566K19.12
RP11-593P24.2,BOD1L2
RP11-593P24.2,RP11-989E6.8
RP11-593P24.2,MTND4P5
RP11-593P24.2,RP5-865N13.1
RP11-593P24.2,RP11-474J18.1
RP11-593P24.2,FOXR2
RP11-593P24.2,LINC00608
RP11-593P24.2,RP11-299H22.1
RP11-593P24.2,EIF4BP4
RP11-593P24.2,RP11-417J1.3
RP11-593P24.2,RP11-144L1.4
RP11-593P24.2,MTND2P22
RP11-593P24.2,SLC4A1APP2
RP11-593P24.2,RP11-461F11.2
RP11-593P24.2,RP11-613G13.1
RP11-593P24.2,RP11-2A4.4
RP11-593P24.2,ARHGAP42P5
RP11-593P24.2,RP11-760D2.11
RP11-593P24.2,GABRR3
RP11-593P24.2,FLJ33581
RP11-593P24.2,MTND5P30
RP11-593P24.2,REXO1L1P
RP11-593P24.2,PABPC1P6
RP11-593P24.2,RP11-81M19.1
RP11-593P24.2,RP11-305P22.9
RP11-593P24.2,MAPK6PS4
RP11-593P24.2,RP11-430C1.1
RP11-593P24.2,RP1-101G11.3
RP11-593P24.2,HPVC1
RP11-593P24.2,OR6P1
RP11-593P24.2,PROL1
RP11-593P24.2,CTA-992D9.8
RP11-593P24.2,ANHX
RP11-593P24.2,CCDC11P1
RP11-593P24.2,OTX2
RP11-593P24.2,RP11-691G17.1
RP11-593P24.2,AC073869.7
RP11-593P24.2,AC079248.1
RP11-593P24.2,MTND5P23
RP11-593P24.2,KB-1410C5.2
RP11-593P24.2,RP11-538C21.2
RP11-593P24.2,RP11-5A1.1
RP11-593P24.2,KCNG4
RP11-593P24.2,RP11-46E17.8
RP11-593P24.2,RP11-434D2.3
RP11-593P24.2,CTA-212A2.3
RP11-593P24.2,OTX2-AS1
RP11-593P24.2,MTND2P9
RP11-593P24.2,RP11-756P10.2
RP11-593P24.2,RP11-846F4.6
RP11-593P24.2,BPIFA3
RP11-593P24.2,USP29
RP11-593P24.2,LINC01109
RP11-753D20.4,AC078842.4
RP11-753D20.4,CTD-3145H4.1
RP11-753D20.4,MYADML
RP11-753D20.4,AC006548.28
RP11-753D20.4,RP11-81M19.1
RP11-753D20.4,RP11-113E21.2
RP11-753D20.4,RP11-25D10.2
RP11-753D20.4,RP3-412A9.17
RP11-753D20.4,GABRA1
RP11-753D20.4,ANKRD30BP2
RP11-753D20.4,CTD-2320B12.1
RP11-753D20.4,CTC-281M20.1
RP11-753D20.4,AC012593.1
RP11-753D20.4,RP11-560A7.1
RP11-753D20.4,C17orf102
RP11-753D20.4,RP11-238K6.1
RP11-753D20.4,RP11-861E23.2
RP11-753D20.4,MTND5P7
RP11-753D20.4,MTND5P8
RP11-753D20.4,C2orf78
RP11-753D20.4,RP11-544D21.2
RP11-753D20.4,RP11-846F4.1
RP11-753D20.4,DNAJB8
RP11-753D20.4,MTND4P5
RP11-753D20.4,LINC00608
RP11-753D20.4,LINC01206
RP11-753D20.4,EIF4BP4
RP11-753D20.4,RP11-19O2.2
RP11-753D20.4,RP11-538C21.2
RP11-753D20.4,RP11-5A1.1
RP11-753D20.4,MTND5P19
RP11-753D20.4,RP11-144L1.4
RP11-753D20.4,TMCC1P1
RP11-753D20.4,AC011518.1
RP11-753D20.4,RP11-46E17.8
RP11-753D20.4,RP11-434D2.3
RP11-753D20.4,RP11-244B22.1
RP11-753D20.4,RP11-577N1.2
RP11-753D20.4,OTX2-AS1
RP11-753D20.4,AC114776.3
RP11-753D20.4,TMCO5A
RP11-753D20.4,RP4-671O14.7
RP11-753D20.4,MTND2P9
RP11-753D20.4,RP11-846F4.6
RP11-753D20.4,RP11-491F9.2
RP11-753D20.4,CTD-2516K3.3
RP11-753D20.4,OR10R3P
RP11-753D20.4,C10orf53
RP11-753D20.4,GABRR3
RP11-753D20.4,RP11-36D19.9
RP11-753D20.4,AC073065.3
RP11-753D20.4,MTND4P27
RP11-753D20.4,TNP2
RP11-753D20.4,RP11-566K19.7
RP11-753D20.4,REXO1L1P
RP11-753D20.4,RP11-666G4.1
RP11-753D20.4,MUC7
RP11-753D20.4,ZNF806
RP11-753D20.4,RP3-333B15.4
RP11-753D20.4,CTB-43I4.1
RP11-753D20.4,LINC00343
RP11-753D20.4,RP11-946L20.1
RP11-753D20.4,LL22NC03-22D1.1
RP11-753D20.4,GABRA4
RP11-753D20.4,MAPK6PS4
RP11-753D20.4,RP11-67H2.1
RP11-753D20.4,CTA-929C8.9
RP11-753D20.4,DCAF8L2
RP11-753D20.4,ESRG
RP11-753D20.4,PPP1R3A
RP11-753D20.4,RP11-478P10.1
RP11-753D20.4,RP3-416J7.5
RP11-753D20.4,RP1-101G11.3
RP11-753D20.4,OSTM1-AS1
RP11-753D20.4,RP11-626I20.3
RP11-753D20.4,HPVC1
RP11-753D20.4,AC008132.15
RP11-753D20.4,GOLGA6L6
RP11-753D20.4,OR6P1
RP11-753D20.4,LINC00700
RP11-753D20.4,CTD-2207A17.1
RP11-753D20.4,RP4-760C5.5
RP11-753D20.4,SLC22A8
RP11-753D20.4,KLK15
RP11-753D20.4,MTND4P4
RP11-753D20.4,NEFMP1
RP11-753D20.4,OTX2
RP11-753D20.4,RP11-691G17.1
RP11-753D20.4,FGF4
RP11-753D20.4,RP11-340L3.1
RP11-753D20.4,RP5-921G16.1
RP11-753D20.4,RP1-274L7.4
RP11-753D20.4,RP11-1016B18.1
RP11-753D20.4,RP11-45K10.2
RP11-753D20.4,KLK2
RP11-753D20.4,RNASE9
RP11-753D20.4,XIRP2
RP11-753D20.4,RP11-897M7.2
RP11-753D20.4,MTND5P27
RP11-753D20.4,MTND5P23
RP11-753D20.4,MIR7515HG
RP11-753D20.4,CYLC2
RP11-753D20.4,KB-1410C5.2
RP11-753D20.4,RP11-1217F2.9
RP11-753D20.4,MTND5P13
RP11-753D20.4,AC105342.1
RP11-753D20.4,RP4-737E23.2
RP11-753D20.4,OPN5
RP11-753D20.4,CTA-212A2.3
RP11-753D20.4,SLC17A6
RP11-753D20.4,RP11-491F9.3
RP11-753D20.4,MTND5P3
RP11-753D20.4,BPESC1
RP11-753D20.4,RP4-815D20.1
RP11-753D20.4,RP11-326K13.3
RP11-753D20.4,RP11-756P10.2
RP11-753D20.4,RP11-566K19.12
RP11-753D20.4,BOD1L2
RP11-753D20.4,CTA-992D9.11
RP11-753D20.4,RP11-989E6.8
RP11-753D20.4,BPIFA3
RP11-753D20.4,RP11-113I24.1
RP11-753D20.4,AC007682.1
RP11-753D20.4,RP5-865N13.1
RP11-753D20.4,LINC00906
RP11-753D20.4,RP11-474J18.1
RP11-753D20.4,FOXR2
RP11-753D20.4,RP11-846F4.5
RP11-753D20.4,RP3-449H6.2
RP11-753D20.4,RP11-417J1.3
RP11-753D20.4,GNL2P1
RP11-753D20.4,TCP10
RP11-753D20.4,SLC4A1APP2
RP11-753D20.4,NPAP1
RP11-753D20.4,HNRNPA1P54
RP11-753D20.4,SPATA31B1P
RP11-753D20.4,AC003984.1
RP11-753D20.4,SLC10A2
RP11-753D20.4,OR2H1
RP11-753D20.4,OR1S2
RP11-753D20.4,SMIM21
RP11-753D20.4,RP11-2A4.4
RP11-753D20.4,LL22NC03-27C5.1
RP11-753D20.4,ARHGAP42P5
RP11-753D20.4,RP11-300A12.2
RP11-753D20.4,RP11-760D2.11
RP11-753D20.4,RP11-624J12.1
RP11-753D20.4,MUC17
RP11-753D20.4,RP4-668E10.4
RP11-753D20.4,FLJ33581
RP11-753D20.4,MTND5P30
RP11-753D20.4,PABPC1P6
RP11-753D20.4,OR10K1
RP11-753D20.4,OR11A1
RP11-753D20.4,RP5-991O23.1
RP11-753D20.4,HHLA1
RP11-753D20.4,RP11-526D8.7
RP11-753D20.4,AC005235.1
RP11-753D20.4,MIR124-2HG
RP11-753D20.4,RP11-101E19.4
RP11-753D20.4,AC009166.7
RP11-753D20.4,CTA-342B11.3
RP11-753D20.4,LA16c-60D12.1
JAZF1-AS1,RP5-978I12.1
JAZF1-AS1,LRRTM1
JAZF1-AS1,PLD5
MTND5P13,LL22NC03-27C5.1
MTND5P13,OR10R3P
MTND5P13,RP11-760D2.11
MTND5P13,RP11-193H5.5
MTND5P13,NEUROD1
MTND5P13,FLJ33581
MTND5P13,MTND5P30
MTND5P13,REXO1L1P
MTND5P13,PABPC1P6
MTND5P13,OR10K1
MTND5P13,OR11A1
MTND5P13,RP5-991O23.1
MTND5P13,MC2R
MTND5P13,CTA-342B11.3
MTND5P13,MUC12
MTND5P13,SPATA31D5P
MTND5P13,RP11-113E21.2
MTND5P13,LINC00343
MTND5P13,RP11-946L20.1
MTND5P13,LL22NC03-22D1.1
MTND5P13,MTND1P15
MTND5P13,ANKRD30BP2
MTND5P13,CTA-929C8.9
MTND5P13,MTND5P24
MTND5P13,RP11-430C1.1
MTND5P13,RP11-158L12.6
MTND5P13,RP1-101G11.3
MTND5P13,LINC00841
MTND5P13,AC012593.1
MTND5P13,HPVC1
MTND5P13,AC008103.4
MTND5P13,MAPK6PS2
MTND5P13,PROL1
MTND5P13,NEFMP1
MTND5P13,FGF4
MTND5P13,MTND5P7
MTND5P13,RP5-921G16.1
MTND5P13,LA16c-60D12.2
MTND5P13,AC073869.7
MTND5P13,AC079248.1
MTND5P13,RP11-233E12.2
MTND5P13,MIPEPP2
MTND5P13,SPATA31A7
MTND5P13,LINC01206
MTND5P13,RP11-538C21.2
MTND5P13,RP11-46E17.8
MTND5P13,MUC3A
MTND5P13,RP11-434D2.3
MTND5P13,CTA-212A2.3
MTND5P13,HTN1
MTND5P13,KLK3
MTND5P13,OTX2-AS1
MTND5P13,AC114776.3
MTND5P13,TOPAZ1
MTND5P13,FLJ22763
MTND5P13,MTND2P9
MTND5P13,RP11-326K13.3
MTND5P13,RP11-846F4.6
MTND5P13,MTND5P29
MTND5P13,BPIFA3
MTND5P13,RP11-113I24.1
MTND5P13,AL022344.5
MTND5P13,GABRR3
MTND5P13,RP11-692C23.1
MTND5P13,AC007682.1
MTND5P13,TNP2
MTND5P13,RP11-300M24.1
MTND5P13,RP11-566K19.7
MTND5P13,RP11-491F9.8
MTND5P13,RP11-78H18.2
MTND5P13,OR1I1
MTND5P13,RP11-410C4.5
MTND5P13,RP11-301G19.1
MTND5P13,LINC00550
MTND5P13,TCP10
MTND5P13,RP3-333B15.4
MTND5P13,CRX
MTND5P13,OR2H1
MTND5P13,SMIM21
MTND5P13,RP11-544P1.3
MTND5P13,CACNG3
MTND5P13,PRNT
MTND5P13,MTND1P28
MTND5P13,RP11-391J13.1
MTND5P13,RP11-67H2.1
MTND5P13,RP3-416J7.5
MTND5P13,REG1P
MTND5P13,RP11-624J12.1
MTND5P13,HSP90AB7P
MTND5P13,RP11-626I20.3
MTND5P13,MUC17
MTND5P13,AC008132.15
MTND5P13,OR6P1
MTND5P13,ACTR3BP2
MTND5P13,MTND2P6
MTND5P13,AC011525.2
MTND5P13,LINC00700
MTND5P13,CTD-2207A17.1
MTND5P13,KLK15
MTND5P13,MTND4P4
MTND5P13,RP11-101E19.4
MTND5P13,CCDC11P1
MTND5P13,RP11-340L3.1
MTND5P13,MTND5P17
MTND5P13,MTND4P8
MTND5P13,RP11-45K10.2
MTND5P13,RP11-897M7.2
MTND5P13,AC006548.28
MTND5P13,MTND5P27
MTND5P13,LINC00971
MTND5P13,RP11-1217F2.13
MTND5P13,MTND5P23
MTND5P13,LINC00836
MTND5P13,MIR7515HG
MTND5P13,RP11-307A17.2
MTND5P13,CTD-2320B12.1
MTND5P13,CTC-281M20.1
MTND5P13,OPN5
MTND5P13,SLC17A6
MTND5P13,RP11-491F9.3
MTND5P13,MTND5P3
MTND5P13,ARHGAP42P4
MTND5P13,BPESC1
MTND5P13,RP11-861E23.2
MTND5P13,RP4-815D20.1
MTND5P13,RP11-566K19.12
MTND5P13,BOD1L2
MTND5P13,RP11-989E6.8
MTND5P13,USP29
MTND5P13,RP1-228P16.9
MTND5P13,MTND4P5
MTND5P13,RP5-865N13.1
MTND5P13,RP11-474J18.1
MTND5P13,FOXR2
MTND5P13,RP11-846F4.5
MTND5P13,LINC00608
MTND5P13,EIF4BP4
MTND5P13,MTND5P19
MTND5P13,RP11-144L1.4
MTND5P13,TMCC1P1
MTND5P13,RP11-475J5.6
MTND5P13,MTND2P22
MTND5P13,SLC4A1APP2
MTND5P13,MTND1P7
MTND5P13,CTD-2144E22.9
MTND5P13,TPD52L3
MTND5P13,OR1S2
MTND5P13,RP11-138B9.1
LL22NC03-27C5.1,EIF4BP4
LL22NC03-27C5.1,RP11-144L1.4
LL22NC03-27C5.1,SLC4A1APP2
RP11-5A1.1,LINC00682
RP11-5A1.1,OR10R3P
RP11-5A1.1,C10orf53
RP11-5A1.1,RP11-760D2.11
RP11-5A1.1,AC073065.3
RP11-5A1.1,FLJ33581
RP11-5A1.1,MTND5P30
RP11-5A1.1,SPATA31D2P
RP11-5A1.1,REXO1L1P
RP11-5A1.1,LINC01007
RP11-5A1.1,PABPC1P6
RP11-5A1.1,OR10K1
RP11-5A1.1,RP5-991O23.1
RP11-5A1.1,AC005235.1
RP11-5A1.1,OPALIN
RP11-5A1.1,CTD-3145H4.1
RP11-5A1.1,SPATA31D5P
RP11-5A1.1,RP11-81M19.1
RP11-5A1.1,RP11-946L20.1
RP11-5A1.1,LL22NC03-22D1.1
RP11-5A1.1,MAS1
RP11-5A1.1,MTND1P15
RP11-5A1.1,ANKRD30BP2
RP11-5A1.1,GPR123-AS1
RP11-5A1.1,RP1-101G11.3
RP11-5A1.1,CTC-281M20.1
RP11-5A1.1,HPVC1
RP11-5A1.1,MAPK6PS2
RP11-5A1.1,CTB-127C13.1
RP11-5A1.1,RP11-238K6.1
RP11-5A1.1,ANHX
RP11-5A1.1,MTND2P33
RP11-5A1.1,MTND5P7
RP11-5A1.1,RP5-921G16.1
RP11-5A1.1,RP11-846F4.1
RP11-5A1.1,AC079248.1
RP11-5A1.1,RP11-233E12.2
RP11-5A1.1,HOTTIP
RP11-5A1.1,LINC01206
RP11-5A1.1,RP11-60L3.3
RP11-5A1.1,TRIM64B
RP11-5A1.1,DDX10P2
RP11-5A1.1,RP11-46E17.8
RP11-5A1.1,RP11-434D2.3
RP11-5A1.1,GABRA6
RP11-5A1.1,LINC00485
RP11-5A1.1,LINC00559
RP11-5A1.1,AC114776.3
RP11-5A1.1,GPR1-AS
RP11-5A1.1,MTND2P9
RP11-5A1.1,RP11-326K13.3
RP11-5A1.1,RP11-846F4.6
RP11-5A1.1,RP11-113I24.1
RP11-5A1.1,MTND2P8
RP11-5A1.1,GABRR3
RP11-5A1.1,LINC00906
RP11-5A1.1,KB-1568E2.1
RP11-5A1.1,RP11-666G4.1
RP11-5A1.1,ANKRD20A19P
RP11-5A1.1,MUC7
RP11-5A1.1,OR1I1
RP11-5A1.1,RP11-410C4.5
RP11-5A1.1,RP11-301G19.1
RP11-5A1.1,MUC12
RP11-5A1.1,RP11-744K17.2
RP11-5A1.1,RP3-333B15.4
RP11-5A1.1,RP11-189E14.4
RP11-5A1.1,CTB-43I4.1
RP11-5A1.1,SMIM21
RP11-5A1.1,GABRA4
RP11-5A1.1,PRNT
RP11-5A1.1,MTND1P28
RP11-5A1.1,RP11-67H2.1
RP11-5A1.1,REG1P
RP11-5A1.1,NOL8P1
RP11-5A1.1,HSP90AB7P
RP11-5A1.1,MUC17
RP11-5A1.1,LINC01360
RP11-5A1.1,GS1-519E5.1
RP11-5A1.1,OR6P1
RP11-5A1.1,RP11-56L13.1
RP11-5A1.1,MTND2P6
RP11-5A1.1,LINC00700
RP11-5A1.1,CTD-2207A17.1
RP11-5A1.1,MTND4P4
RP11-5A1.1,RP11-340L3.1
RP11-5A1.1,MYADML
RP11-5A1.1,RP11-897M7.2
RP11-5A1.1,MTND5P27
RP11-5A1.1,RP11-517M22.1
RP11-5A1.1,MTND5P23
RP11-5A1.1,MIR7515HG
RP11-5A1.1,CYLC2
RP11-5A1.1,RP11-263G22.1
RP11-5A1.1,RP11-1217F2.9
RP11-5A1.1,CTD-2320B12.1
RP11-5A1.1,AC105342.1
RP11-5A1.1,SLC17A6
RP11-5A1.1,C1orf141
RP11-5A1.1,RP11-491F9.3
RP11-5A1.1,MTND5P3
RP11-5A1.1,AC007326.10
RP11-5A1.1,MTND5P6
RP11-5A1.1,RP4-815D20.1
RP11-5A1.1,RP11-756P10.2
RP11-5A1.1,RP11-566K19.12
RP11-5A1.1,BOD1L2
RP11-5A1.1,KCNK10
RP11-5A1.1,MTND5P29
RP11-5A1.1,USP29
RP11-5A1.1,RP11-544D21.2
RP11-5A1.1,ZIM3
RP11-5A1.1,MTND4P5
RP11-5A1.1,RP5-865N13.1
RP11-5A1.1,RP11-15B24.5
RP11-5A1.1,RP11-474J18.1
RP11-5A1.1,FOXR2
RP11-5A1.1,RP11-846F4.5
RP11-5A1.1,RP11-707A18.1
RP11-5A1.1,EIF4BP4
RP11-5A1.1,CTD-2309H9.2
RP11-5A1.1,RP11-417J1.3
RP11-5A1.1,MTND5P19
RP11-5A1.1,RP11-144L1.4
RP11-5A1.1,MTND2P22
RP11-5A1.1,SLC4A1APP2
RP11-5A1.1,TRPM1
RP11-5A1.1,TECRL
RP11-5A1.1,SLC10A2
RP11-5A1.1,OR1S2
RP11-5A1.1,RP11-2A4.4
LINC00682,RP11-103J17.2
LINC00682,RP4-668E10.4
RP5-856G1.2,EIF4BP4
RP4-668E10.4,MMD2
RP4-668E10.4,ANKRD30BP2
RP4-668E10.4,CTA-929C8.9
RP4-668E10.4,CTD-2320B12.1
RP4-668E10.4,RP1-101G11.3
RP4-668E10.4,RP11-1086I4.2
RP4-668E10.4,CTC-281M20.1
RP4-668E10.4,AC012593.1
RP4-668E10.4,RP11-560A7.1
RP4-668E10.4,RP11-238K6.1
RP4-668E10.4,PHOX2B
RP4-668E10.4,CTAGE1
RP4-668E10.4,NEFMP1
RP4-668E10.4,CYLC1
RP4-668E10.4,MTND5P7
RP4-668E10.4,RP5-921G16.1
RP4-668E10.4,RP11-1016B18.1
RP4-668E10.4,RP11-846F4.1
RP4-668E10.4,LINC00608
RP4-668E10.4,LINC01206
RP4-668E10.4,RP11-144L1.4
RP4-668E10.4,AC011518.1
RP4-668E10.4,KCNG4
RP4-668E10.4,RPH3A
RP4-668E10.4,RP11-46E17.8
RP4-668E10.4,RP4-547N15.3
RP4-668E10.4,RP11-434D2.3
RP4-668E10.4,GABRA6
RP4-668E10.4,AC114776.3
RP4-668E10.4,NEUROD6
RP4-668E10.4,MTND2P9
RP4-668E10.4,LINC01516
RP4-668E10.4,MTND5P18
RP4-668E10.4,C10orf53
RP4-668E10.4,LINC01109
RP4-668E10.4,GABRR3
RP4-668E10.4,AC007682.1
RP4-668E10.4,TNP2
RP4-668E10.4,RP11-300M24.1
RP4-668E10.4,KB-1568E2.1
RP4-668E10.4,AC104623.1
RP4-668E10.4,MUC7
RP4-668E10.4,OR1I1
RP4-668E10.4,OR2L6P
RP4-668E10.4,RP11-301G19.1
RP4-668E10.4,KPRP
RP4-668E10.4,NPAP1
RP4-668E10.4,ZNF806
RP4-668E10.4,RP3-333B15.4
RP4-668E10.4,LINC00343
RP4-668E10.4,RP11-946L20.1
RP4-668E10.4,LL22NC03-22D1.1
RP4-668E10.4,RP11-67H2.1
RP4-668E10.4,ESRG
RP4-668E10.4,HTR5A
RP4-668E10.4,RP11-532N4.2
RP4-668E10.4,CDH9
RP4-668E10.4,RP3-416J7.5
RP4-668E10.4,RP11-624J12.1
RP4-668E10.4,MUC17
RP4-668E10.4,GS1-519E5.1
RP4-668E10.4,GOLGA6L6
RP4-668E10.4,ACTR3BP2
RP4-668E10.4,HHLA1
RP4-668E10.4,LINC00700
RP4-668E10.4,KLK15
RP4-668E10.4,RP11-476D10.1
RP4-668E10.4,RP11-595O22.1
RP4-668E10.4,RP11-340L3.1
RP4-668E10.4,RP11-45K10.2
RP4-668E10.4,MTND5P27
RP4-668E10.4,RP11-966I7.2
RP4-668E10.4,RP11-932A10.1
RP4-668E10.4,LINC00836
RP4-668E10.4,MIR7515HG
RP4-668E10.4,TSPAN19
RP4-668E10.4,CYLC2
RP4-668E10.4,RP11-1217F2.9
RP4-668E10.4,AC105342.1
RP4-668E10.4,OPN5
RP4-668E10.4,SLC17A6
RP4-668E10.4,MTND5P3
RP4-668E10.4,AC007326.10
RP4-668E10.4,TMPRSS11BNL
RP4-668E10.4,RP11-861E23.2
RP4-668E10.4,RP4-815D20.1
RP4-668E10.4,RP11-566K19.12
RP4-668E10.4,BOD1L2
RP4-668E10.4,MTND5P29
RP4-668E10.4,RP11-989E6.8
RP4-668E10.4,C2orf78
RP4-668E10.4,RP11-334E15.1
RP4-668E10.4,RP5-865N13.1
RP4-668E10.4,RP11-474J18.1
RP4-668E10.4,FOXR2
RP4-668E10.4,OR2L3
RP4-668E10.4,RP11-707A18.1
RP4-668E10.4,RP11-299H22.1
RP4-668E10.4,EIF4BP4
RP4-668E10.4,RP5-963E22.5
RP4-668E10.4,TMCC1P1
RP4-668E10.4,AP000235.2
RP4-668E10.4,RP11-461F11.2
RP4-668E10.4,TECRL
RP4-668E10.4,OR2H1
RP4-668E10.4,AC009234.1
RP4-668E10.4,OR1S2
RP4-668E10.4,RP11-613G13.1
RP4-668E10.4,RP11-138B9.1
RP4-668E10.4,RP11-2A4.4
RP4-668E10.4,CACNG3
RP4-668E10.4,OR10R3P
RP4-668E10.4,AC073065.3
RP4-668E10.4,FLJ33581
